Problem 2.3

Time (s)	Velocity With Air Drag
31.31		12.8734
31.32		12.8736
31.33		12.8737
31.34		12.8738
31.35		12.874
31.36		12.8741
31.37		12.8742
31.38		12.8744
31.39		12.8745
31.4		12.8746
31.41		12.8748
31.42		12.8749
31.43		12.875
31.44		12.8751
31.45		12.8753
31.46		12.8754
31.47		12.8755
31.48		12.8757
31.49		12.8758
31.5		12.8759
31.51		12.8761
31.52		12.8762
31.53		12.8763
31.54		12.8765
31.55		12.8766
31.56		12.8767
31.57		12.8769
31.58		12.877
31.59		12.8771
31.6		12.8772
31.61		12.8774
31.62		12.8775
31.63		12.8776
31.64		12.8778
31.65		12.8779
31.66		12.878
31.67		12.8782
31.68		12.8783
31.69		12.8784
31.7		12.8785
31.71		12.8787
31.72		12.8788
31.73		12.8789
31.74		12.8791
31.75		12.8792
31.76		12.8793
31.77		12.8794
31.78		12.8796
31.79		12.8797
31.8		12.8798
31.81		12.88
31.82		12.8801
31.83		12.8802
31.84		12.8803
31.85		12.8805
31.86		12.8806
31.87		12.8807
31.88		12.8808
31.89		12.881
31.9		12.8811
31.91		12.8812
31.92		12.8813
31.93		12.8815
31.94		12.8816
31.95		12.8817
31.96		12.8818
31.97		12.882
31.98		12.8821
31.99		12.8822
32		12.8823
32.01		12.8825
32.02		12.8826
32.03		12.8827
32.04		12.8828
32.05		12.883
32.06		12.8831
32.07		12.8832
32.08		12.8833
32.09		12.8835
32.1		12.8836
32.11		12.8837
32.12		12.8838
32.13		12.884
32.14		12.8841
32.15		12.8842
32.16		12.8843
32.17		12.8845
32.18		12.8846
32.19		12.8847
32.2		12.8848
32.21		12.8849
32.22		12.8851
32.23		12.8852
32.24		12.8853
32.25		12.8854
32.26		12.8856
32.27		12.8857
32.28		12.8858
32.29		12.8859
32.3		12.886
32.31		12.8862
32.32		12.8863
32.33		12.8864
32.34		12.8865
32.35		12.8866
32.36		12.8868
32.37		12.8869
32.38		12.887
32.39		12.8871
32.4		12.8873
32.41		12.8874
32.42		12.8875
32.43		12.8876
32.44		12.8877
32.45		12.8879
32.46		12.888
32.47		12.8881
32.48		12.8882
32.49		12.8883
32.5		12.8884
32.51		12.8886
32.52		12.8887
32.53		12.8888
32.54		12.8889
32.55		12.889
32.56		12.8892
32.57		12.8893
32.58		12.8894
32.59		12.8895
32.6		12.8896
32.61		12.8897
32.62		12.8899
32.63		12.89
32.64		12.8901
32.65		12.8902
32.66		12.8903
32.67		12.8905
32.68		12.8906
32.69		12.8907
32.7		12.8908
32.71		12.8909
32.72		12.891
32.73		12.8912
32.74		12.8913
32.75		12.8914
32.76		12.8915
32.77		12.8916
32.78		12.8917
32.79		12.8918
32.8		12.892
32.81		12.8921
32.82		12.8922
32.83		12.8923
32.84		12.8924
32.85		12.8925
32.86		12.8927
32.87		12.8928
32.88		12.8929
32.89		12.893
32.9		12.8931
32.91		12.8932
32.92		12.8933
32.93		12.8935
32.94		12.8936
32.95		12.8937
32.96		12.8938
32.97		12.8939
32.98		12.894
32.99		12.8941
33		12.8943
33.01		12.8944
33.02		12.8945
33.03		12.8946
33.04		12.8947
33.05		12.8948
33.06		12.8949
33.07		12.895
33.08		12.8952
33.09		12.8953
33.1		12.8954
33.11		12.8955
33.12		12.8956
33.13		12.8957
33.14		12.8958
33.15		12.8959
33.16		12.8961
33.17		12.8962
33.18		12.8963
33.19		12.8964
33.2		12.8965
33.21		12.8966
33.22		12.8967
33.23		12.8968
33.24		12.8969
33.25		12.8971
33.26		12.8972
33.27		12.8973
33.28		12.8974
33.29		12.8975
33.3		12.8976
33.31		12.8977
33.32		12.8978
33.33		12.8979
33.34		12.898
33.35		12.8982
33.36		12.8983
33.37		12.8984
33.38		12.8985
33.39		12.8986
33.4		12.8987
33.41		12.8988
33.42		12.8989
33.43		12.899
33.44		12.8991
33.45		12.8992
33.46		12.8993
33.47		12.8995
33.48		12.8996
33.49		12.8997
33.5		12.8998
33.51		12.8999
33.52		12.9
33.53		12.9001
33.54		12.9002
33.55		12.9003
33.56		12.9004
33.57		12.9005
33.58		12.9006
33.59		12.9007
33.6		12.9009
33.61		12.901
33.62		12.9011
33.63		12.9012
33.64		12.9013
33.65		12.9014
33.66		12.9015
33.67		12.9016
33.68		12.9017
33.69		12.9018
33.7		12.9019
33.71		12.902
33.72		12.9021
33.73		12.9022
33.74		12.9023
33.75		12.9024
33.76		12.9025
33.77		12.9027
33.78		12.9028
33.79		12.9029
33.8		12.903
33.81		12.9031
33.82		12.9032
33.83		12.9033
33.84		12.9034
33.85		12.9035
33.86		12.9036
33.87		12.9037
33.88		12.9038
33.89		12.9039
33.9		12.904
33.91		12.9041
33.92		12.9042
33.93		12.9043
33.94		12.9044
33.95		12.9045
33.96		12.9046
33.97		12.9047
33.98		12.9048
33.99		12.9049
34		12.905
34.01		12.9051
34.02		12.9052
34.03		12.9053
34.04		12.9054
34.05		12.9056
34.06		12.9057
34.07		12.9058
34.08		12.9059
34.09		12.906
34.1		12.9061
34.11		12.9062
34.12		12.9063
34.13		12.9064
34.14		12.9065
34.15		12.9066
34.16		12.9067
34.17		12.9068
34.18		12.9069
34.19		12.907
34.2		12.9071
34.21		12.9072
34.22		12.9073
34.23		12.9074
34.24		12.9075
34.25		12.9076
34.26		12.9077
34.27		12.9078
34.28		12.9079
34.29		12.908
34.3		12.9081
34.31		12.9082
34.32		12.9083
34.33		12.9084
34.34		12.9085
34.35		12.9086
34.36		12.9087
34.37		12.9088
34.38		12.9089
34.39		12.909
34.4		12.9091
34.41		12.9092
34.42		12.9093
34.43		12.9094
34.44		12.9095
34.45		12.9096
34.46		12.9097
34.47		12.9098
34.48		12.9099
34.49		12.9099
34.5		12.91
34.51		12.9101
34.52		12.9102
34.53		12.9103
34.54		12.9104
34.55		12.9105
34.56		12.9106
34.57		12.9107
34.58		12.9108
34.59		12.9109
34.6		12.911
34.61		12.9111
34.62		12.9112
34.63		12.9113
34.64		12.9114
34.65		12.9115
34.66		12.9116
34.67		12.9117
34.68		12.9118
34.69		12.9119
34.7		12.912
34.71		12.9121
34.72		12.9122
34.73		12.9123
34.74		12.9124
34.75		12.9125
34.76		12.9126
34.77		12.9126
34.78		12.9127
34.79		12.9128
34.8		12.9129
34.81		12.913
34.82		12.9131
34.83		12.9132
34.84		12.9133
34.85		12.9134
34.86		12.9135
34.87		12.9136
34.88		12.9137
34.89		12.9138
34.9		12.9139
34.91		12.914
34.92		12.9141
34.93		12.9142
34.94		12.9143
34.95		12.9143
34.96		12.9144
34.97		12.9145
34.98		12.9146
34.99		12.9147
35		12.9148
35.01		12.9149
35.02		12.915
35.03		12.9151
35.04		12.9152
35.05		12.9153
35.06		12.9154
35.07		12.9155
35.08		12.9156
35.09		12.9156
35.1		12.9157
35.11		12.9158
35.12		12.9159
35.13		12.916
35.14		12.9161
35.15		12.9162
35.16		12.9163
35.17		12.9164
35.18		12.9165
35.19		12.9166
35.2		12.9167
35.21		12.9167
35.22		12.9168
35.23		12.9169
35.24		12.917
35.25		12.9171
35.26		12.9172
35.27		12.9173
35.28		12.9174
35.29		12.9175
35.3		12.9176
35.31		12.9177
35.32		12.9177
35.33		12.9178
35.34		12.9179
35.35		12.918
35.36		12.9181
35.37		12.9182
35.38		12.9183
35.39		12.9184
35.4		12.9185
35.41		12.9185
35.42		12.9186
35.43		12.9187
35.44		12.9188
35.45		12.9189
35.46		12.919
35.47		12.9191
35.48		12.9192
35.49		12.9193
35.5		12.9193
35.51		12.9194
35.52		12.9195
35.53		12.9196
35.54		12.9197
35.55		12.9198
35.56		12.9199
35.57		12.92
35.58		12.9201
35.59		12.9201
35.6		12.9202
35.61		12.9203
35.62		12.9204
35.63		12.9205
35.64		12.9206
35.65		12.9207
35.66		12.9208
35.67		12.9208
35.68		12.9209
35.69		12.921
35.7		12.9211
35.71		12.9212
35.72		12.9213
35.73		12.9214
35.74		12.9214
35.75		12.9215
35.76		12.9216
35.77		12.9217
35.78		12.9218
35.79		12.9219
35.8		12.922
35.81		12.9221
35.82		12.9221
35.83		12.9222
35.84		12.9223
35.85		12.9224
35.86		12.9225
35.87		12.9226
35.88		12.9227
35.89		12.9227
35.9		12.9228
35.91		12.9229
35.92		12.923
35.93		12.9231
35.94		12.9232
35.95		12.9232
35.96		12.9233
35.97		12.9234
35.98		12.9235
35.99		12.9236
36		12.9237
36.01		12.9238
36.02		12.9238
36.03		12.9239
36.04		12.924
36.05		12.9241
36.06		12.9242
36.07		12.9243
36.08		12.9243
36.09		12.9244
36.1		12.9245
36.11		12.9246
36.12		12.9247
36.13		12.9248
36.14		12.9248
36.15		12.9249
36.16		12.925
36.17		12.9251
36.18		12.9252
36.19		12.9253
36.2		12.9253
36.21		12.9254
36.22		12.9255
36.23		12.9256
36.24		12.9257
36.25		12.9257
36.26		12.9258
36.27		12.9259
36.28		12.926
36.29		12.9261
36.3		12.9262
36.31		12.9262
36.32		12.9263
36.33		12.9264
36.34		12.9265
36.35		12.9266
36.36		12.9266
36.37		12.9267
36.38		12.9268
36.39		12.9269
36.4		12.927
36.41		12.9271
36.42		12.9271
36.43		12.9272
36.44		12.9273
36.45		12.9274
36.46		12.9275
36.47		12.9275
36.48		12.9276
36.49		12.9277
36.5		12.9278
36.51		12.9279
36.52		12.9279
36.53		12.928
36.54		12.9281
36.55		12.9282
36.56		12.9283
36.57		12.9283
36.58		12.9284
36.59		12.9285
36.6		12.9286
36.61		12.9287
36.62		12.9287
36.63		12.9288
36.64		12.9289
36.65		12.929
36.66		12.9291
36.67		12.9291
36.68		12.9292
36.69		12.9293
36.7		12.9294
36.71		12.9294
36.72		12.9295
36.73		12.9296
36.74		12.9297
36.75		12.9298
36.76		12.9298
36.77		12.9299
36.78		12.93
36.79		12.9301
36.8		12.9301
36.81		12.9302
36.82		12.9303
36.83		12.9304
36.84		12.9305
36.85		12.9305
36.86		12.9306
36.87		12.9307
36.88		12.9308
36.89		12.9308
36.9		12.9309
36.91		12.931
36.92		12.9311
36.93		12.9312
36.94		12.9312
36.95		12.9313
36.96		12.9314
36.97		12.9315
36.98		12.9315
36.99		12.9316
37		12.9317
37.01		12.9318
37.02		12.9318
37.03		12.9319
37.04		12.932
37.05		12.9321
37.06		12.9321
37.07		12.9322
37.08		12.9323
37.09		12.9324
37.1		12.9325
37.11		12.9325
37.12		12.9326
37.13		12.9327
37.14		12.9328
37.15		12.9328
37.16		12.9329
37.17		12.933
37.18		12.9331
37.19		12.9331
37.2		12.9332
37.21		12.9333
37.22		12.9334
37.23		12.9334
37.24		12.9335
37.25		12.9336
37.26		12.9337
37.27		12.9337
37.28		12.9338
37.29		12.9339
37.3		12.9339
37.31		12.934
37.32		12.9341
37.33		12.9342
37.34		12.9342
37.35		12.9343
37.36		12.9344
37.37		12.9345
37.38		12.9345
37.39		12.9346
37.4		12.9347
37.41		12.9348
37.42		12.9348
37.43		12.9349
37.44		12.935
37.45		12.9351
37.46		12.9351
37.47		12.9352
37.48		12.9353
37.49		12.9353
37.5		12.9354
37.51		12.9355
37.52		12.9356
37.53		12.9356
37.54		12.9357
37.55		12.9358
37.56		12.9359
37.57		12.9359
37.58		12.936
37.59		12.9361
37.6		12.9361
37.61		12.9362
37.62		12.9363
37.63		12.9364
37.64		12.9364
37.65		12.9365
37.66		12.9366
37.67		12.9366
37.68		12.9367
37.69		12.9368
37.7		12.9369
37.71		12.9369
37.72		12.937
37.73		12.9371
37.74		12.9371
37.75		12.9372
37.76		12.9373
37.77		12.9374
37.78		12.9374
37.79		12.9375
37.8		12.9376
37.81		12.9376
37.82		12.9377
37.83		12.9378
37.84		12.9378
37.85		12.9379
37.86		12.938
37.87		12.9381
37.88		12.9381
37.89		12.9382
37.9		12.9383
37.91		12.9383
37.92		12.9384
37.93		12.9385
37.94		12.9385
37.95		12.9386
37.96		12.9387
37.97		12.9388
37.98		12.9388
37.99		12.9389
38		12.939
38.01		12.939
38.02		12.9391
38.03		12.9392
38.04		12.9392
38.05		12.9393
38.06		12.9394
38.07		12.9394
38.08		12.9395
38.09		12.9396
38.1		12.9396
38.11		12.9397
38.12		12.9398
38.13		12.9399
38.14		12.9399
38.15		12.94
38.16		12.9401
38.17		12.9401
38.18		12.9402
38.19		12.9403
38.2		12.9403
38.21		12.9404
38.22		12.9405
38.23		12.9405
38.24		12.9406
38.25		12.9407
38.26		12.9407
38.27		12.9408
38.28		12.9409
38.29		12.9409
38.3		12.941
38.31		12.9411
38.32		12.9411
38.33		12.9412
38.34		12.9413
38.35		12.9413
38.36		12.9414
38.37		12.9415
38.38		12.9415
38.39		12.9416
38.4		12.9417
38.41		12.9417
38.42		12.9418
38.43		12.9419
38.44		12.9419
38.45		12.942
38.46		12.9421
38.47		12.9421
38.48		12.9422
38.49		12.9423
38.5		12.9423
38.51		12.9424
38.52		12.9425
38.53		12.9425
38.54		12.9426
38.55		12.9427
38.56		12.9427
38.57		12.9428
38.58		12.9429
38.59		12.9429
38.6		12.943
38.61		12.9431
38.62		12.9431
38.63		12.9432
38.64		12.9433
38.65		12.9433
38.66		12.9434
38.67		12.9434
38.68		12.9435
38.69		12.9436
38.7		12.9436
38.71		12.9437
38.72		12.9438
38.73		12.9438
38.74		12.9439
38.75		12.944
38.76		12.944
38.77		12.9441
38.78		12.9442
38.79		12.9442
38.8		12.9443
38.81		12.9443
38.82		12.9444
38.83		12.9445
38.84		12.9445
38.85		12.9446
38.86		12.9447
38.87		12.9447
38.88		12.9448
38.89		12.9449
38.9		12.9449
38.91		12.945
38.92		12.945
38.93		12.9451
38.94		12.9452
38.95		12.9452
38.96		12.9453
38.97		12.9454
38.98		12.9454
38.99		12.9455
39		12.9455
39.01		12.9456
39.02		12.9457
39.03		12.9457
39.04		12.9458
39.05		12.9459
39.06		12.9459
39.07		12.946
39.08		12.946
39.09		12.9461
39.1		12.9462
39.11		12.9462
39.12		12.9463
39.13		12.9464
39.14		12.9464
39.15		12.9465
39.16		12.9465
39.17		12.9466
39.18		12.9467
39.19		12.9467
39.2		12.9468
39.21		12.9468
39.22		12.9469
39.23		12.947
39.24		12.947
39.25		12.9471
39.26		12.9472
39.27		12.9472
39.28		12.9473
39.29		12.9473
39.3		12.9474
39.31		12.9475
39.32		12.9475
39.33		12.9476
39.34		12.9476
39.35		12.9477
39.36		12.9478
39.37		12.9478
39.38		12.9479
39.39		12.9479
39.4		12.948
39.41		12.9481
39.42		12.9481
39.43		12.9482
39.44		12.9482
39.45		12.9483
39.46		12.9484
39.47		12.9484
39.48		12.9485
39.49		12.9485
39.5		12.9486
39.51		12.9487
39.52		12.9487
39.53		12.9488
39.54		12.9488
39.55		12.9489
39.56		12.949
39.57		12.949
39.58		12.9491
39.59		12.9491
39.6		12.9492
39.61		12.9493
39.62		12.9493
39.63		12.9494
39.64		12.9494
39.65		12.9495
39.66		12.9496
39.67		12.9496
39.68		12.9497
39.69		12.9497
39.7		12.9498
39.71		12.9498
39.72		12.9499
39.73		12.95
39.74		12.95
39.75		12.9501
39.76		12.9501
39.77		12.9502
39.78		12.9503
39.79		12.9503
39.8		12.9504
39.81		12.9504
39.82		12.9505
39.83		12.9505
39.84		12.9506
39.85		12.9507
39.86		12.9507
39.87		12.9508
39.88		12.9508
39.89		12.9509
39.9		12.9509
39.91		12.951
39.92		12.9511
39.93		12.9511
39.94		12.9512
39.95		12.9512
39.96		12.9513
39.97		12.9513
39.98		12.9514
39.99		12.9515
40		12.9515
40.01		12.9516
40.02		12.9516
40.03		12.9517
40.04		12.9517
40.05		12.9518
40.06		12.9519
40.07		12.9519
40.08		12.952
40.09		12.952
40.1		12.9521
40.11		12.9521
40.12		12.9522
40.13		12.9522
40.14		12.9523
40.15		12.9524
40.16		12.9524
40.17		12.9525
40.18		12.9525
40.19		12.9526
40.2		12.9526
40.21		12.9527
40.22		12.9528
40.23		12.9528
40.24		12.9529
40.25		12.9529
40.26		12.953
40.27		12.953
40.28		12.9531
40.29		12.9531
40.3		12.9532
40.31		12.9532
40.32		12.9533
40.33		12.9534
40.34		12.9534
40.35		12.9535
40.36		12.9535
40.37		12.9536
40.38		12.9536
40.39		12.9537
40.4		12.9537
40.41		12.9538
40.42		12.9539
40.43		12.9539
40.44		12.954
40.45		12.954
40.46		12.9541
40.47		12.9541
40.48		12.9542
40.49		12.9542
40.5		12.9543
40.51		12.9543
40.52		12.9544
40.53		12.9544
40.54		12.9545
40.55		12.9546
40.56		12.9546
40.57		12.9547
40.58		12.9547
40.59		12.9548
40.6		12.9548
40.61		12.9549
40.62		12.9549
40.63		12.955
40.64		12.955
40.65		12.9551
40.66		12.9551
40.67		12.9552
40.68		12.9552
40.69		12.9553
40.7		12.9554
40.71		12.9554
40.72		12.9555
40.73		12.9555
40.74		12.9556
40.75		12.9556
40.76		12.9557
40.77		12.9557
40.78		12.9558
40.79		12.9558
40.8		12.9559
40.81		12.9559
40.82		12.956
40.83		12.956
40.84		12.9561
40.85		12.9561
40.86		12.9562
40.87		12.9562
40.88		12.9563
40.89		12.9564
40.9		12.9564
40.91		12.9565
40.92		12.9565
40.93		12.9566
40.94		12.9566
40.95		12.9567
40.96		12.9567
40.97		12.9568
40.98		12.9568
40.99		12.9569
41		12.9569
41.01		12.957
41.02		12.957
41.03		12.9571
41.04		12.9571
41.05		12.9572
41.06		12.9572
41.07		12.9573
41.08		12.9573
41.09		12.9574
41.1		12.9574
41.11		12.9575
41.12		12.9575
41.13		12.9576
41.14		12.9576
41.15		12.9577
41.16		12.9577
41.17		12.9578
41.18		12.9578
41.19		12.9579
41.2		12.9579
41.21		12.958
41.22		12.958
41.23		12.9581
41.24		12.9581
41.25		12.9582
41.26		12.9582
41.27		12.9583
41.28		12.9583
41.29		12.9584
41.3		12.9584
41.31		12.9585
41.32		12.9585
41.33		12.9586
41.34		12.9586
41.35		12.9587
41.36		12.9587
41.37		12.9588
41.38		12.9588
41.39		12.9589
41.4		12.9589
41.41		12.959
41.42		12.959
41.43		12.9591
41.44		12.9591
41.45		12.9592
41.46		12.9592
41.47		12.9593
41.48		12.9593
41.49		12.9594
41.5		12.9594
41.51		12.9595
41.52		12.9595
41.53		12.9596
41.54		12.9596
41.55		12.9597
41.56		12.9597
41.57		12.9598
41.58		12.9598
41.59		12.9599
41.6		12.9599
41.61		12.96
41.62		12.96
41.63		12.9601
41.64		12.9601
41.65		12.9602
41.66		12.9602
41.67		12.9603
41.68		12.9603
41.69		12.9604
41.7		12.9604
41.71		12.9604
41.72		12.9605
41.73		12.9605
41.74		12.9606
41.75		12.9606
41.76		12.9607
41.77		12.9607
41.78		12.9608
41.79		12.9608
41.8		12.9609
41.81		12.9609
41.82		12.961
41.83		12.961
41.84		12.9611
41.85		12.9611
41.86		12.9612
41.87		12.9612
41.88		12.9613
41.89		12.9613
41.9		12.9614
41.91		12.9614
41.92		12.9614
41.93		12.9615
41.94		12.9615
41.95		12.9616
41.96		12.9616
41.97		12.9617
41.98		12.9617
41.99		12.9618
42		12.9618
42.01		12.9619
42.02		12.9619
42.03		12.962
42.04		12.962
42.05		12.9621
42.06		12.9621
42.07		12.9621
42.08		12.9622
42.09		12.9622
42.1		12.9623
42.11		12.9623
42.12		12.9624
42.13		12.9624
42.14		12.9625
42.15		12.9625
42.16		12.9626
42.17		12.9626
42.18		12.9627
42.19		12.9627
42.2		12.9627
42.21		12.9628
42.22		12.9628
42.23		12.9629
42.24		12.9629
42.25		12.963
42.26		12.963
42.27		12.9631
42.28		12.9631
42.29		12.9632
42.3		12.9632
42.31		12.9632
42.32		12.9633
42.33		12.9633
42.34		12.9634
42.35		12.9634
42.36		12.9635
42.37		12.9635
42.38		12.9636
42.39		12.9636
42.4		12.9636
42.41		12.9637
42.42		12.9637
42.43		12.9638
42.44		12.9638
42.45		12.9639
42.46		12.9639
42.47		12.964
42.48		12.964
42.49		12.9641
42.5		12.9641
42.51		12.9641
42.52		12.9642
42.53		12.9642
42.54		12.9643
42.55		12.9643
42.56		12.9644
42.57		12.9644
42.58		12.9644
42.59		12.9645
42.6		12.9645
42.61		12.9646
42.62		12.9646
42.63		12.9647
42.64		12.9647
42.65		12.9648
42.66		12.9648
42.67		12.9648
42.68		12.9649
42.69		12.9649
42.7		12.965
42.71		12.965
42.72		12.9651
42.73		12.9651
42.74		12.9651
42.75		12.9652
42.76		12.9652
42.77		12.9653
42.78		12.9653
42.79		12.9654
42.8		12.9654
42.81		12.9654
42.82		12.9655
42.83		12.9655
42.84		12.9656
42.85		12.9656
42.86		12.9657
42.87		12.9657
42.88		12.9658
42.89		12.9658
42.9		12.9658
42.91		12.9659
42.92		12.9659
42.93		12.966
42.94		12.966
42.95		12.966
42.96		12.9661
42.97		12.9661
42.98		12.9662
42.99		12.9662
43		12.9663
43.01		12.9663
43.02		12.9663
43.03		12.9664
43.04		12.9664
43.05		12.9665
43.06		12.9665
43.07		12.9666
43.08		12.9666
43.09		12.9666
43.1		12.9667
43.11		12.9667
43.12		12.9668
43.13		12.9668
43.14		12.9668
43.15		12.9669
43.16		12.9669
43.17		12.967
43.18		12.967
43.19		12.9671
43.2		12.9671
43.21		12.9671
43.22		12.9672
43.23		12.9672
43.24		12.9673
43.25		12.9673
43.26		12.9673
43.27		12.9674
43.28		12.9674
43.29		12.9675
43.3		12.9675
43.31		12.9675
43.32		12.9676
43.33		12.9676
43.34		12.9677
43.35		12.9677
43.36		12.9678
43.37		12.9678
43.38		12.9678
43.39		12.9679
43.4		12.9679
43.41		12.968
43.42		12.968
43.43		12.968
43.44		12.9681
43.45		12.9681
43.46		12.9682
43.47		12.9682
43.48		12.9682
43.49		12.9683
43.5		12.9683
43.51		12.9684
43.52		12.9684
43.53		12.9684
43.54		12.9685
43.55		12.9685
43.56		12.9686
43.57		12.9686
43.58		12.9686
43.59		12.9687
43.6		12.9687
43.61		12.9688
43.62		12.9688
43.63		12.9688
43.64		12.9689
43.65		12.9689
43.66		12.969
43.67		12.969
43.68		12.969
43.69		12.9691
43.7		12.9691
43.71		12.9692
43.72		12.9692
43.73		12.9692
43.74		12.9693
43.75		12.9693
43.76		12.9694
43.77		12.9694
43.78		12.9694
43.79		12.9695
43.8		12.9695
43.81		12.9695
43.82		12.9696
43.83		12.9696
43.84		12.9697
43.85		12.9697
43.86		12.9697
43.87		12.9698
43.88		12.9698
43.89		12.9699
43.9		12.9699
43.91		12.9699
43.92		12.97
43.93		12.97
43.94		12.9701
43.95		12.9701
43.96		12.9701
43.97		12.9702
43.98		12.9702
43.99		12.9702
44		12.9703
44.01		12.9703
44.02		12.9704
44.03		12.9704
44.04		12.9704
44.05		12.9705
44.06		12.9705
44.07		12.9705
44.08		12.9706
44.09		12.9706
44.1		12.9707
44.11		12.9707
44.12		12.9707
44.13		12.9708
44.14		12.9708
44.15		12.9709
44.16		12.9709
44.17		12.9709
44.18		12.971
44.19		12.971
44.2		12.971
44.21		12.9711
44.22		12.9711
44.23		12.9712
44.24		12.9712
44.25		12.9712
44.26		12.9713
44.27		12.9713
44.28		12.9713
44.29		12.9714
44.3		12.9714
44.31		12.9715
44.32		12.9715
44.33		12.9715
44.34		12.9716
44.35		12.9716
44.36		12.9716
44.37		12.9717
44.38		12.9717
44.39		12.9717
44.4		12.9718
44.41		12.9718
44.42		12.9719
44.43		12.9719
44.44		12.9719
44.45		12.972
44.46		12.972
44.47		12.972
44.48		12.9721
44.49		12.9721
44.5		12.9721
44.51		12.9722
44.52		12.9722
44.53		12.9723
44.54		12.9723
44.55		12.9723
44.56		12.9724
44.57		12.9724
44.58		12.9724
44.59		12.9725
44.6		12.9725
44.61		12.9725
44.62		12.9726
44.63		12.9726
44.64		12.9727
44.65		12.9727
44.66		12.9727
44.67		12.9728
44.68		12.9728
44.69		12.9728
44.7		12.9729
44.71		12.9729
44.72		12.9729
44.73		12.973
44.74		12.973
44.75		12.973
44.76		12.9731
44.77		12.9731
44.78		12.9732
44.79		12.9732
44.8		12.9732
44.81		12.9733
44.82		12.9733
44.83		12.9733
44.84		12.9734
44.85		12.9734
44.86		12.9734
44.87		12.9735
44.88		12.9735
44.89		12.9735
44.9		12.9736
44.91		12.9736
44.92		12.9736
44.93		12.9737
44.94		12.9737
44.95		12.9738
44.96		12.9738
44.97		12.9738
44.98		12.9739
44.99		12.9739
45		12.9739
45.01		12.974
45.02		12.974
45.03		12.974
45.04		12.9741
45.05		12.9741
45.06		12.9741
45.07		12.9742
45.08		12.9742
45.09		12.9742
45.1		12.9743
45.11		12.9743
45.12		12.9743
45.13		12.9744
45.14		12.9744
45.15		12.9744
45.16		12.9745
45.17		12.9745
45.18		12.9745
45.19		12.9746
45.2		12.9746
45.21		12.9746
45.22		12.9747
45.23		12.9747
45.24		12.9747
45.25		12.9748
45.26		12.9748
45.27		12.9748
45.28		12.9749
45.29		12.9749
45.3		12.975
45.31		12.975
45.32		12.975
45.33		12.9751
45.34		12.9751
45.35		12.9751
45.36		12.9752
45.37		12.9752
45.38		12.9752
45.39		12.9753
45.4		12.9753
45.41		12.9753
45.42		12.9754
45.43		12.9754
45.44		12.9754
45.45		12.9755
45.46		12.9755
45.47		12.9755
45.48		12.9756
45.49		12.9756
45.5		12.9756
45.51		12.9757
45.52		12.9757
45.53		12.9757
45.54		12.9757
45.55		12.9758
45.56		12.9758
45.57		12.9758
45.58		12.9759
45.59		12.9759
45.6		12.9759
45.61		12.976
45.62		12.976
45.63		12.976
45.64		12.9761
45.65		12.9761
45.66		12.9761
45.67		12.9762
45.68		12.9762
45.69		12.9762
45.7		12.9763
45.71		12.9763
45.72		12.9763
45.73		12.9764
45.74		12.9764
45.75		12.9764
45.76		12.9765
45.77		12.9765
45.78		12.9765
45.79		12.9766
45.8		12.9766
45.81		12.9766
45.82		12.9767
45.83		12.9767
45.84		12.9767
45.85		12.9768
45.86		12.9768
45.87		12.9768
45.88		12.9768
45.89		12.9769
45.9		12.9769
45.91		12.9769
45.92		12.977
45.93		12.977
45.94		12.977
45.95		12.9771
45.96		12.9771
45.97		12.9771
45.98		12.9772
45.99		12.9772
46		12.9772
46.01		12.9773
46.02		12.9773
46.03		12.9773
46.04		12.9774
46.05		12.9774
46.06		12.9774
46.07		12.9774
46.08		12.9775
46.09		12.9775
46.1		12.9775
46.11		12.9776
46.12		12.9776
46.13		12.9776
46.14		12.9777
46.15		12.9777
46.16		12.9777
46.17		12.9778
46.18		12.9778
46.19		12.9778
46.2		12.9778
46.21		12.9779
46.22		12.9779
46.23		12.9779
46.24		12.978
46.25		12.978
46.26		12.978
46.27		12.9781
46.28		12.9781
46.29		12.9781
46.3		12.9782
46.31		12.9782
46.32		12.9782
46.33		12.9782
46.34		12.9783
46.35		12.9783
46.36		12.9783
46.37		12.9784
46.38		12.9784
46.39		12.9784
46.4		12.9785
46.41		12.9785
46.42		12.9785
46.43		12.9786
46.44		12.9786
46.45		12.9786
46.46		12.9786
46.47		12.9787
46.48		12.9787
46.49		12.9787
46.5		12.9788
46.51		12.9788
46.52		12.9788
46.53		12.9788
46.54		12.9789
46.55		12.9789
46.56		12.9789
46.57		12.979
46.58		12.979
46.59		12.979
46.6		12.9791
46.61		12.9791
46.62		12.9791
46.63		12.9791
46.64		12.9792
46.65		12.9792
46.66		12.9792
46.67		12.9793
46.68		12.9793
46.69		12.9793
46.7		12.9794
46.71		12.9794
46.72		12.9794
46.73		12.9794
46.74		12.9795
46.75		12.9795
46.76		12.9795
46.77		12.9796
46.78		12.9796
46.79		12.9796
46.8		12.9796
46.81		12.9797
46.82		12.9797
46.83		12.9797
46.84		12.9798
46.85		12.9798
46.86		12.9798
46.87		12.9798
46.88		12.9799
46.89		12.9799
46.9		12.9799
46.91		12.98
46.92		12.98
46.93		12.98
46.94		12.98
46.95		12.9801
46.96		12.9801
46.97		12.9801
46.98		12.9802
46.99		12.9802
47		12.9802
47.01		12.9802
47.02		12.9803
47.03		12.9803
