Problem 2.3

Time (s)	Velocity With Air Drag
78.5		13.0078
78.51		13.0078
78.52		13.0078
78.53		13.0078
78.54		13.0078
78.55		13.0078
78.56		13.0078
78.57		13.0078
78.58		13.0078
78.59		13.0078
78.6		13.0078
78.61		13.0078
78.62		13.0078
78.63		13.0078
78.64		13.0078
78.65		13.0078
78.66		13.0078
78.67		13.0078
78.68		13.0078
78.69		13.0078
78.7		13.0078
78.71		13.0078
78.72		13.0078
78.73		13.0078
78.74		13.0078
78.75		13.0078
78.76		13.0078
78.77		13.0078
78.78		13.0078
78.79		13.0078
78.8		13.0078
78.81		13.0078
78.82		13.0078
78.83		13.0078
78.84		13.0078
78.85		13.0078
78.86		13.0078
78.87		13.0078
78.88		13.0078
78.89		13.0078
78.9		13.0078
78.91		13.0078
78.92		13.0078
78.93		13.0078
78.94		13.0078
78.95		13.0078
78.96		13.0078
78.97		13.0078
78.98		13.0078
78.99		13.0078
79		13.0078
79.01		13.0078
79.02		13.0078
79.03		13.0078
79.04		13.0078
79.05		13.0078
79.06		13.0079
79.07		13.0079
79.08		13.0079
79.09		13.0079
79.1		13.0079
79.11		13.0079
79.12		13.0079
79.13		13.0079
79.14		13.0079
79.15		13.0079
79.16		13.0079
79.17		13.0079
79.18		13.0079
79.19		13.0079
79.2		13.0079
79.21		13.0079
79.22		13.0079
79.23		13.0079
79.24		13.0079
79.25		13.0079
79.26		13.0079
79.27		13.0079
79.28		13.0079
79.29		13.0079
79.3		13.0079
79.31		13.0079
79.32		13.0079
79.33		13.0079
79.34		13.0079
79.35		13.0079
79.36		13.0079
79.37		13.0079
79.38		13.0079
79.39		13.0079
79.4		13.0079
79.41		13.0079
79.42		13.0079
79.43		13.0079
79.44		13.0079
79.45		13.0079
79.46		13.0079
79.47		13.0079
79.48		13.0079
79.49		13.0079
79.5		13.0079
79.51		13.0079
79.52		13.0079
79.53		13.0079
79.54		13.0079
79.55		13.0079
79.56		13.0079
79.57		13.0079
79.58		13.0079
79.59		13.0079
79.6		13.0079
79.61		13.0079
79.62		13.0079
79.63		13.0079
79.64		13.0079
79.65		13.0079
79.66		13.0079
79.67		13.0079
79.68		13.0079
79.69		13.0079
79.7		13.0079
79.71		13.0079
79.72		13.0079
79.73		13.0079
79.74		13.0079
79.75		13.0079
79.76		13.0079
79.77		13.0079
79.78		13.0079
79.79		13.0079
79.8		13.0079
79.81		13.0079
79.82		13.0079
79.83		13.0079
79.84		13.0079
79.85		13.0079
79.86		13.0079
79.87		13.0079
79.88		13.0079
79.89		13.0079
79.9		13.0079
79.91		13.0079
79.92		13.008
79.93		13.008
79.94		13.008
79.95		13.008
79.96		13.008
79.97		13.008
79.98		13.008
79.99		13.008
80		13.008
80.01		13.008
80.02		13.008
80.03		13.008
80.04		13.008
80.05		13.008
80.06		13.008
80.07		13.008
80.08		13.008
80.09		13.008
80.1		13.008
80.11		13.008
80.12		13.008
80.13		13.008
80.14		13.008
80.15		13.008
80.16		13.008
80.17		13.008
80.18		13.008
80.19		13.008
80.2		13.008
80.21		13.008
80.22		13.008
80.23		13.008
80.24		13.008
80.25		13.008
80.26		13.008
80.27		13.008
80.28		13.008
80.29		13.008
80.3		13.008
80.31		13.008
80.32		13.008
80.33		13.008
80.34		13.008
80.35		13.008
80.36		13.008
80.37		13.008
80.38		13.008
80.39		13.008
80.4		13.008
80.41		13.008
80.42		13.008
80.43		13.008
80.44		13.008
80.45		13.008
80.46		13.008
80.47		13.008
80.48		13.008
80.49		13.008
80.5		13.008
80.51		13.008
80.52		13.008
80.53		13.008
80.54		13.008
80.55		13.008
80.56		13.008
80.57		13.008
80.58		13.008
80.59		13.008
80.6		13.008
80.61		13.008
80.62		13.008
80.63		13.008
80.64		13.008
80.65		13.008
80.66		13.008
80.67		13.008
80.68		13.008
80.69		13.008
80.7		13.008
80.71		13.008
80.72		13.008
80.73		13.008
80.74		13.008
80.75		13.008
80.76		13.008
80.77		13.008
80.78		13.008
80.79		13.008
80.8		13.008
80.81		13.008
80.82		13.008
80.83		13.008
80.84		13.008
80.85		13.008
80.86		13.008
80.87		13.0081
80.88		13.0081
80.89		13.0081
80.9		13.0081
80.91		13.0081
80.92		13.0081
80.93		13.0081
80.94		13.0081
80.95		13.0081
80.96		13.0081
80.97		13.0081
80.98		13.0081
80.99		13.0081
81		13.0081
81.01		13.0081
81.02		13.0081
81.03		13.0081
81.04		13.0081
81.05		13.0081
81.06		13.0081
81.07		13.0081
81.08		13.0081
81.09		13.0081
81.1		13.0081
81.11		13.0081
81.12		13.0081
81.13		13.0081
81.14		13.0081
81.15		13.0081
81.16		13.0081
81.17		13.0081
81.18		13.0081
81.19		13.0081
81.2		13.0081
81.21		13.0081
81.22		13.0081
81.23		13.0081
81.24		13.0081
81.25		13.0081
81.26		13.0081
81.27		13.0081
81.28		13.0081
81.29		13.0081
81.3		13.0081
81.31		13.0081
81.32		13.0081
81.33		13.0081
81.34		13.0081
81.35		13.0081
81.36		13.0081
81.37		13.0081
81.38		13.0081
81.39		13.0081
81.4		13.0081
81.41		13.0081
81.42		13.0081
81.43		13.0081
81.44		13.0081
81.45		13.0081
81.46		13.0081
81.47		13.0081
81.48		13.0081
81.49		13.0081
81.5		13.0081
81.51		13.0081
81.52		13.0081
81.53		13.0081
81.54		13.0081
81.55		13.0081
81.56		13.0081
81.57		13.0081
81.58		13.0081
81.59		13.0081
81.6		13.0081
81.61		13.0081
81.62		13.0081
81.63		13.0081
81.64		13.0081
81.65		13.0081
81.66		13.0081
81.67		13.0081
81.68		13.0081
81.69		13.0081
81.7		13.0081
81.71		13.0081
81.72		13.0081
81.73		13.0081
81.74		13.0081
81.75		13.0081
81.76		13.0081
81.77		13.0081
81.78		13.0081
81.79		13.0081
81.8		13.0081
81.81		13.0081
81.82		13.0081
81.83		13.0081
81.84		13.0081
81.85		13.0081
81.86		13.0081
81.87		13.0081
81.88		13.0081
81.89		13.0081
81.9		13.0081
81.91		13.0081
81.92		13.0082
81.93		13.0082
81.94		13.0082
81.95		13.0082
81.96		13.0082
81.97		13.0082
81.98		13.0082
81.99		13.0082
82		13.0082
82.01		13.0082
82.02		13.0082
82.03		13.0082
82.04		13.0082
82.05		13.0082
82.06		13.0082
82.07		13.0082
82.08		13.0082
82.09		13.0082
82.1		13.0082
82.11		13.0082
82.12		13.0082
82.13		13.0082
82.14		13.0082
82.15		13.0082
82.16		13.0082
82.17		13.0082
82.18		13.0082
82.19		13.0082
82.2		13.0082
82.21		13.0082
82.22		13.0082
82.23		13.0082
82.24		13.0082
82.25		13.0082
82.26		13.0082
82.27		13.0082
82.28		13.0082
82.29		13.0082
82.3		13.0082
82.31		13.0082
82.32		13.0082
82.33		13.0082
82.34		13.0082
82.35		13.0082
82.36		13.0082
82.37		13.0082
82.38		13.0082
82.39		13.0082
82.4		13.0082
82.41		13.0082
82.42		13.0082
82.43		13.0082
82.44		13.0082
82.45		13.0082
82.46		13.0082
82.47		13.0082
82.48		13.0082
82.49		13.0082
82.5		13.0082
82.51		13.0082
82.52		13.0082
82.53		13.0082
82.54		13.0082
82.55		13.0082
82.56		13.0082
82.57		13.0082
82.58		13.0082
82.59		13.0082
82.6		13.0082
82.61		13.0082
82.62		13.0082
82.63		13.0082
82.64		13.0082
82.65		13.0082
82.66		13.0082
82.67		13.0082
82.68		13.0082
82.69		13.0082
82.7		13.0082
82.71		13.0082
82.72		13.0082
82.73		13.0082
82.74		13.0082
82.75		13.0082
82.76		13.0082
82.77		13.0082
82.78		13.0082
82.79		13.0082
82.8		13.0082
82.81		13.0082
82.82		13.0082
82.83		13.0082
82.84		13.0082
82.85		13.0082
82.86		13.0082
82.87		13.0082
82.88		13.0082
82.89		13.0082
82.9		13.0082
82.91		13.0082
82.92		13.0082
82.93		13.0082
82.94		13.0082
82.95		13.0082
82.96		13.0082
82.97		13.0082
82.98		13.0082
82.99		13.0082
83		13.0082
83.01		13.0082
83.02		13.0082
83.03		13.0082
83.04		13.0082
83.05		13.0082
83.06		13.0082
83.07		13.0082
83.08		13.0083
83.09		13.0083
83.1		13.0083
83.11		13.0083
83.12		13.0083
83.13		13.0083
83.14		13.0083
83.15		13.0083
83.16		13.0083
83.17		13.0083
83.18		13.0083
83.19		13.0083
83.2		13.0083
83.21		13.0083
83.22		13.0083
83.23		13.0083
83.24		13.0083
83.25		13.0083
83.26		13.0083
83.27		13.0083
83.28		13.0083
83.29		13.0083
83.3		13.0083
83.31		13.0083
83.32		13.0083
83.33		13.0083
83.34		13.0083
83.35		13.0083
83.36		13.0083
83.37		13.0083
83.38		13.0083
83.39		13.0083
83.4		13.0083
83.41		13.0083
83.42		13.0083
83.43		13.0083
83.44		13.0083
83.45		13.0083
83.46		13.0083
83.47		13.0083
83.48		13.0083
83.49		13.0083
83.5		13.0083
83.51		13.0083
83.52		13.0083
83.53		13.0083
83.54		13.0083
83.55		13.0083
83.56		13.0083
83.57		13.0083
83.58		13.0083
83.59		13.0083
83.6		13.0083
83.61		13.0083
83.62		13.0083
83.63		13.0083
83.64		13.0083
83.65		13.0083
83.66		13.0083
83.67		13.0083
83.68		13.0083
83.69		13.0083
83.7		13.0083
83.71		13.0083
83.72		13.0083
83.73		13.0083
83.74		13.0083
83.75		13.0083
83.76		13.0083
83.77		13.0083
83.78		13.0083
83.79		13.0083
83.8		13.0083
83.81		13.0083
83.82		13.0083
83.83		13.0083
83.84		13.0083
83.85		13.0083
83.86		13.0083
83.87		13.0083
83.88		13.0083
83.89		13.0083
83.9		13.0083
83.91		13.0083
83.92		13.0083
83.93		13.0083
83.94		13.0083
83.95		13.0083
83.96		13.0083
83.97		13.0083
83.98		13.0083
83.99		13.0083
84		13.0083
84.01		13.0083
84.02		13.0083
84.03		13.0083
84.04		13.0083
84.05		13.0083
84.06		13.0083
84.07		13.0083
84.08		13.0083
84.09		13.0083
84.1		13.0083
84.11		13.0083
84.12		13.0083
84.13		13.0083
84.14		13.0083
84.15		13.0083
84.16		13.0083
84.17		13.0083
84.18		13.0083
84.19		13.0083
84.2		13.0083
84.21		13.0083
84.22		13.0083
84.23		13.0083
84.24		13.0083
84.25		13.0083
84.26		13.0083
84.27		13.0083
84.28		13.0083
84.29		13.0083
84.3		13.0083
84.31		13.0083
84.32		13.0083
84.33		13.0083
84.34		13.0083
84.35		13.0083
84.36		13.0083
84.37		13.0083
84.38		13.0083
84.39		13.0083
84.4		13.0084
84.41		13.0084
84.42		13.0084
84.43		13.0084
84.44		13.0084
84.45		13.0084
84.46		13.0084
84.47		13.0084
84.48		13.0084
84.49		13.0084
84.5		13.0084
84.51		13.0084
84.52		13.0084
84.53		13.0084
84.54		13.0084
84.55		13.0084
84.56		13.0084
84.57		13.0084
84.58		13.0084
84.59		13.0084
84.6		13.0084
84.61		13.0084
84.62		13.0084
84.63		13.0084
84.64		13.0084
84.65		13.0084
84.66		13.0084
84.67		13.0084
84.68		13.0084
84.69		13.0084
84.7		13.0084
84.71		13.0084
84.72		13.0084
84.73		13.0084
84.74		13.0084
84.75		13.0084
84.76		13.0084
84.77		13.0084
84.78		13.0084
84.79		13.0084
84.8		13.0084
84.81		13.0084
84.82		13.0084
84.83		13.0084
84.84		13.0084
84.85		13.0084
84.86		13.0084
84.87		13.0084
84.88		13.0084
84.89		13.0084
84.9		13.0084
84.91		13.0084
84.92		13.0084
84.93		13.0084
84.94		13.0084
84.95		13.0084
84.96		13.0084
84.97		13.0084
84.98		13.0084
84.99		13.0084
85		13.0084
85.01		13.0084
85.02		13.0084
85.03		13.0084
85.04		13.0084
85.05		13.0084
85.06		13.0084
85.07		13.0084
85.08		13.0084
85.09		13.0084
85.1		13.0084
85.11		13.0084
85.12		13.0084
85.13		13.0084
85.14		13.0084
85.15		13.0084
85.16		13.0084
85.17		13.0084
85.18		13.0084
85.19		13.0084
85.2		13.0084
85.21		13.0084
85.22		13.0084
85.23		13.0084
85.24		13.0084
85.25		13.0084
85.26		13.0084
85.27		13.0084
85.28		13.0084
85.29		13.0084
85.3		13.0084
85.31		13.0084
85.32		13.0084
85.33		13.0084
85.34		13.0084
85.35		13.0084
85.36		13.0084
85.37		13.0084
85.38		13.0084
85.39		13.0084
85.4		13.0084
85.41		13.0084
85.42		13.0084
85.43		13.0084
85.44		13.0084
85.45		13.0084
85.46		13.0084
85.47		13.0084
85.48		13.0084
85.49		13.0084
85.5		13.0084
85.51		13.0084
85.52		13.0084
85.53		13.0084
85.54		13.0084
85.55		13.0084
85.56		13.0084
85.57		13.0084
85.58		13.0084
85.59		13.0084
85.6		13.0084
85.61		13.0084
85.62		13.0084
85.63		13.0084
85.64		13.0084
85.65		13.0084
85.66		13.0084
85.67		13.0084
85.68		13.0084
85.69		13.0084
85.7		13.0084
85.71		13.0084
85.72		13.0084
85.73		13.0084
85.74		13.0084
85.75		13.0084
85.76		13.0084
85.77		13.0084
85.78		13.0084
85.79		13.0084
85.8		13.0084
85.81		13.0084
85.82		13.0084
85.83		13.0084
85.84		13.0084
85.85		13.0084
85.86		13.0084
85.87		13.0084
85.88		13.0084
85.89		13.0084
85.9		13.0084
85.91		13.0085
85.92		13.0085
85.93		13.0085
85.94		13.0085
85.95		13.0085
85.96		13.0085
85.97		13.0085
85.98		13.0085
85.99		13.0085
86		13.0085
86.01		13.0085
86.02		13.0085
86.03		13.0085
86.04		13.0085
86.05		13.0085
86.06		13.0085
86.07		13.0085
86.08		13.0085
86.09		13.0085
86.1		13.0085
86.11		13.0085
86.12		13.0085
86.13		13.0085
86.14		13.0085
86.15		13.0085
86.16		13.0085
86.17		13.0085
86.18		13.0085
86.19		13.0085
86.2		13.0085
86.21		13.0085
86.22		13.0085
86.23		13.0085
86.24		13.0085
86.25		13.0085
86.26		13.0085
86.27		13.0085
86.28		13.0085
86.29		13.0085
86.3		13.0085
86.31		13.0085
86.32		13.0085
86.33		13.0085
86.34		13.0085
86.35		13.0085
86.36		13.0085
86.37		13.0085
86.38		13.0085
86.39		13.0085
86.4		13.0085
86.41		13.0085
86.42		13.0085
86.43		13.0085
86.44		13.0085
86.45		13.0085
86.46		13.0085
86.47		13.0085
86.48		13.0085
86.49		13.0085
86.5		13.0085
86.51		13.0085
86.52		13.0085
86.53		13.0085
86.54		13.0085
86.55		13.0085
86.56		13.0085
86.57		13.0085
86.58		13.0085
86.59		13.0085
86.6		13.0085
86.61		13.0085
86.62		13.0085
86.63		13.0085
86.64		13.0085
86.65		13.0085
86.66		13.0085
86.67		13.0085
86.68		13.0085
86.69		13.0085
86.7		13.0085
86.71		13.0085
86.72		13.0085
86.73		13.0085
86.74		13.0085
86.75		13.0085
86.76		13.0085
86.77		13.0085
86.78		13.0085
86.79		13.0085
86.8		13.0085
86.81		13.0085
86.82		13.0085
86.83		13.0085
86.84		13.0085
86.85		13.0085
86.86		13.0085
86.87		13.0085
86.88		13.0085
86.89		13.0085
86.9		13.0085
86.91		13.0085
86.92		13.0085
86.93		13.0085
86.94		13.0085
86.95		13.0085
86.96		13.0085
86.97		13.0085
86.98		13.0085
86.99		13.0085
87		13.0085
87.01		13.0085
87.02		13.0085
87.03		13.0085
87.04		13.0085
87.05		13.0085
87.06		13.0085
87.07		13.0085
87.08		13.0085
87.09		13.0085
87.1		13.0085
87.11		13.0085
87.12		13.0085
87.13		13.0085
87.14		13.0085
87.15		13.0085
87.16		13.0085
87.17		13.0085
87.18		13.0085
87.19		13.0085
87.2		13.0085
87.21		13.0085
87.22		13.0085
87.23		13.0085
87.24		13.0085
87.25		13.0085
87.26		13.0085
87.27		13.0085
87.28		13.0085
87.29		13.0085
87.3		13.0085
87.31		13.0085
87.32		13.0085
87.33		13.0085
87.34		13.0085
87.35		13.0085
87.36		13.0085
87.37		13.0085
87.38		13.0085
87.39		13.0085
87.4		13.0085
87.41		13.0085
87.42		13.0085
87.43		13.0085
87.44		13.0085
87.45		13.0085
87.46		13.0085
87.47		13.0085
87.48		13.0085
87.49		13.0085
87.5		13.0085
87.51		13.0085
87.52		13.0085
87.53		13.0085
87.54		13.0085
87.55		13.0085
87.56		13.0085
87.57		13.0085
87.58		13.0085
87.59		13.0085
87.6		13.0085
87.61		13.0085
87.62		13.0085
87.63		13.0085
87.64		13.0085
87.65		13.0085
87.66		13.0085
87.67		13.0085
87.68		13.0085
87.69		13.0086
87.7		13.0086
87.71		13.0086
87.72		13.0086
87.73		13.0086
87.74		13.0086
87.75		13.0086
87.76		13.0086
87.77		13.0086
87.78		13.0086
87.79		13.0086
87.8		13.0086
87.81		13.0086
87.82		13.0086
87.83		13.0086
87.84		13.0086
87.85		13.0086
87.86		13.0086
87.87		13.0086
87.88		13.0086
87.89		13.0086
87.9		13.0086
87.91		13.0086
87.92		13.0086
87.93		13.0086
87.94		13.0086
87.95		13.0086
87.96		13.0086
87.97		13.0086
87.98		13.0086
87.99		13.0086
88		13.0086
88.01		13.0086
88.02		13.0086
88.03		13.0086
88.04		13.0086
88.05		13.0086
88.06		13.0086
88.07		13.0086
88.08		13.0086
88.09		13.0086
88.1		13.0086
88.11		13.0086
88.12		13.0086
88.13		13.0086
88.14		13.0086
88.15		13.0086
88.16		13.0086
88.17		13.0086
88.18		13.0086
88.19		13.0086
88.2		13.0086
88.21		13.0086
88.22		13.0086
88.23		13.0086
88.24		13.0086
88.25		13.0086
88.26		13.0086
88.27		13.0086
88.28		13.0086
88.29		13.0086
88.3		13.0086
88.31		13.0086
88.32		13.0086
88.33		13.0086
88.34		13.0086
88.35		13.0086
88.36		13.0086
88.37		13.0086
88.38		13.0086
88.39		13.0086
88.4		13.0086
88.41		13.0086
88.42		13.0086
88.43		13.0086
88.44		13.0086
88.45		13.0086
88.46		13.0086
88.47		13.0086
88.48		13.0086
88.49		13.0086
88.5		13.0086
88.51		13.0086
88.52		13.0086
88.53		13.0086
88.54		13.0086
88.55		13.0086
88.56		13.0086
88.57		13.0086
88.58		13.0086
88.59		13.0086
88.6		13.0086
88.61		13.0086
88.62		13.0086
88.63		13.0086
88.64		13.0086
88.65		13.0086
88.66		13.0086
88.67		13.0086
88.68		13.0086
88.69		13.0086
88.7		13.0086
88.71		13.0086
88.72		13.0086
88.73		13.0086
88.74		13.0086
88.75		13.0086
88.76		13.0086
88.77		13.0086
88.78		13.0086
88.79		13.0086
88.8		13.0086
88.81		13.0086
88.82		13.0086
88.83		13.0086
88.84		13.0086
88.85		13.0086
88.86		13.0086
88.87		13.0086
88.88		13.0086
88.89		13.0086
88.9		13.0086
88.91		13.0086
88.92		13.0086
88.93		13.0086
88.94		13.0086
88.95		13.0086
88.96		13.0086
88.97		13.0086
88.98		13.0086
88.99		13.0086
89		13.0086
89.01		13.0086
89.02		13.0086
89.03		13.0086
89.04		13.0086
89.05		13.0086
89.06		13.0086
89.07		13.0086
89.08		13.0086
89.09		13.0086
89.1		13.0086
89.11		13.0086
89.12		13.0086
89.13		13.0086
89.14		13.0086
89.15		13.0086
89.16		13.0086
89.17		13.0086
89.18		13.0086
89.19		13.0086
89.2		13.0086
89.21		13.0086
89.22		13.0086
89.23		13.0086
89.24		13.0086
89.25		13.0086
89.26		13.0086
89.27		13.0086
89.28		13.0086
89.29		13.0086
89.3		13.0086
89.31		13.0086
89.32		13.0086
89.33		13.0086
89.34		13.0086
89.35		13.0086
89.36		13.0086
89.37		13.0086
89.38		13.0086
89.39		13.0086
89.4		13.0086
89.41		13.0086
89.42		13.0086
89.43		13.0086
89.44		13.0086
89.45		13.0086
89.46		13.0086
89.47		13.0086
89.48		13.0086
89.49		13.0086
89.5		13.0086
89.51		13.0086
89.52		13.0086
89.53		13.0086
89.54		13.0086
89.55		13.0086
89.56		13.0086
89.57		13.0086
89.58		13.0086
89.59		13.0086
89.6		13.0086
89.61		13.0086
89.62		13.0086
89.63		13.0086
89.64		13.0086
89.65		13.0086
89.66		13.0086
89.67		13.0086
89.68		13.0086
89.69		13.0086
89.7		13.0086
89.71		13.0086
89.72		13.0086
89.73		13.0086
89.74		13.0086
89.75		13.0086
89.76		13.0086
89.77		13.0086
89.78		13.0086
89.79		13.0086
89.8		13.0086
89.81		13.0086
89.82		13.0086
89.83		13.0086
89.84		13.0086
89.85		13.0087
89.86		13.0087
89.87		13.0087
89.88		13.0087
89.89		13.0087
89.9		13.0087
89.91		13.0087
89.92		13.0087
89.93		13.0087
89.94		13.0087
89.95		13.0087
89.96		13.0087
89.97		13.0087
89.98		13.0087
89.99		13.0087
90		13.0087
90.01		13.0087
90.02		13.0087
90.03		13.0087
90.04		13.0087
90.05		13.0087
90.06		13.0087
90.07		13.0087
90.08		13.0087
90.09		13.0087
90.1		13.0087
90.11		13.0087
90.12		13.0087
90.13		13.0087
90.14		13.0087
90.15		13.0087
90.16		13.0087
90.17		13.0087
90.18		13.0087
90.19		13.0087
90.2		13.0087
90.21		13.0087
90.22		13.0087
90.23		13.0087
90.24		13.0087
90.25		13.0087
90.26		13.0087
90.27		13.0087
90.28		13.0087
90.29		13.0087
90.3		13.0087
90.31		13.0087
90.32		13.0087
90.33		13.0087
90.34		13.0087
90.35		13.0087
90.36		13.0087
90.37		13.0087
90.38		13.0087
90.39		13.0087
90.4		13.0087
90.41		13.0087
90.42		13.0087
90.43		13.0087
90.44		13.0087
90.45		13.0087
90.46		13.0087
90.47		13.0087
90.48		13.0087
90.49		13.0087
90.5		13.0087
90.51		13.0087
90.52		13.0087
90.53		13.0087
90.54		13.0087
90.55		13.0087
90.56		13.0087
90.57		13.0087
90.58		13.0087
90.59		13.0087
90.6		13.0087
90.61		13.0087
90.62		13.0087
90.63		13.0087
90.64		13.0087
90.65		13.0087
90.66		13.0087
90.67		13.0087
90.68		13.0087
90.69		13.0087
90.7		13.0087
90.71		13.0087
90.72		13.0087
90.73		13.0087
90.74		13.0087
90.75		13.0087
90.76		13.0087
90.77		13.0087
90.78		13.0087
90.79		13.0087
90.8		13.0087
90.81		13.0087
90.82		13.0087
90.83		13.0087
90.84		13.0087
90.85		13.0087
90.86		13.0087
90.87		13.0087
90.88		13.0087
90.89		13.0087
90.9		13.0087
90.91		13.0087
90.92		13.0087
90.93		13.0087
90.94		13.0087
90.95		13.0087
90.96		13.0087
90.97		13.0087
90.98		13.0087
90.99		13.0087
91		13.0087
91.01		13.0087
91.02		13.0087
91.03		13.0087
91.04		13.0087
91.05		13.0087
91.06		13.0087
91.07		13.0087
91.08		13.0087
91.09		13.0087
91.1		13.0087
91.11		13.0087
91.12		13.0087
91.13		13.0087
91.14		13.0087
91.15		13.0087
91.16		13.0087
91.17		13.0087
91.18		13.0087
91.19		13.0087
91.2		13.0087
91.21		13.0087
91.22		13.0087
91.23		13.0087
91.24		13.0087
91.25		13.0087
91.26		13.0087
91.27		13.0087
91.28		13.0087
91.29		13.0087
91.3		13.0087
91.31		13.0087
91.32		13.0087
91.33		13.0087
91.34		13.0087
91.35		13.0087
91.36		13.0087
91.37		13.0087
91.38		13.0087
91.39		13.0087
91.4		13.0087
91.41		13.0087
91.42		13.0087
91.43		13.0087
91.44		13.0087
91.45		13.0087
91.46		13.0087
91.47		13.0087
91.48		13.0087
91.49		13.0087
91.5		13.0087
91.51		13.0087
91.52		13.0087
91.53		13.0087
91.54		13.0087
91.55		13.0087
91.56		13.0087
91.57		13.0087
91.58		13.0087
91.59		13.0087
91.6		13.0087
91.61		13.0087
91.62		13.0087
91.63		13.0087
91.64		13.0087
91.65		13.0087
91.66		13.0087
91.67		13.0087
91.68		13.0087
91.69		13.0087
91.7		13.0087
91.71		13.0087
91.72		13.0087
91.73		13.0087
91.74		13.0087
91.75		13.0087
91.76		13.0087
91.77		13.0087
91.78		13.0087
91.79		13.0087
91.8		13.0087
91.81		13.0087
91.82		13.0087
91.83		13.0087
91.84		13.0087
91.85		13.0087
91.86		13.0087
91.87		13.0087
91.88		13.0087
91.89		13.0087
91.9		13.0087
91.91		13.0087
91.92		13.0087
91.93		13.0087
91.94		13.0087
91.95		13.0087
91.96		13.0087
91.97		13.0087
91.98		13.0087
91.99		13.0087
92		13.0087
92.01		13.0087
92.02		13.0087
92.03		13.0087
92.04		13.0087
92.05		13.0087
92.06		13.0087
92.07		13.0087
92.08		13.0087
92.09		13.0087
92.1		13.0087
92.11		13.0087
92.12		13.0087
92.13		13.0087
92.14		13.0087
92.15		13.0087
92.16		13.0087
92.17		13.0087
92.18		13.0087
92.19		13.0087
92.2		13.0087
92.21		13.0087
92.22		13.0087
92.23		13.0087
92.24		13.0087
92.25		13.0087
92.26		13.0087
92.27		13.0087
92.28		13.0087
92.29		13.0087
92.3		13.0087
92.31		13.0087
92.32		13.0087
92.33		13.0087
92.34		13.0087
92.35		13.0087
92.36		13.0087
92.37		13.0087
92.38		13.0087
92.39		13.0087
92.4		13.0087
92.41		13.0087
92.42		13.0087
92.43		13.0087
92.44		13.0087
92.45		13.0087
92.46		13.0087
92.47		13.0087
92.48		13.0087
92.49		13.0087
92.5		13.0087
92.51		13.0087
92.52		13.0087
92.53		13.0087
92.54		13.0087
92.55		13.0087
92.56		13.0087
92.57		13.0087
92.58		13.0087
92.59		13.0088
92.6		13.0088
92.61		13.0088
92.62		13.0088
92.63		13.0088
92.64		13.0088
92.65		13.0088
92.66		13.0088
92.67		13.0088
92.68		13.0088
92.69		13.0088
92.7		13.0088
92.71		13.0088
92.72		13.0088
92.73		13.0088
92.74		13.0088
92.75		13.0088
92.76		13.0088
92.77		13.0088
92.78		13.0088
92.79		13.0088
92.8		13.0088
92.81		13.0088
92.82		13.0088
92.83		13.0088
92.84		13.0088
92.85		13.0088
92.86		13.0088
92.87		13.0088
92.88		13.0088
92.89		13.0088
92.9		13.0088
92.91		13.0088
92.92		13.0088
92.93		13.0088
92.94		13.0088
92.95		13.0088
92.96		13.0088
92.97		13.0088
92.98		13.0088
92.99		13.0088
93		13.0088
93.01		13.0088
93.02		13.0088
93.03		13.0088
93.04		13.0088
93.05		13.0088
93.06		13.0088
93.07		13.0088
93.08		13.0088
93.09		13.0088
93.1		13.0088
93.11		13.0088
93.12		13.0088
93.13		13.0088
93.14		13.0088
93.15		13.0088
93.16		13.0088
93.17		13.0088
93.18		13.0088
93.19		13.0088
93.2		13.0088
93.21		13.0088
93.22		13.0088
93.23		13.0088
93.24		13.0088
93.25		13.0088
93.26		13.0088
93.27		13.0088
93.28		13.0088
93.29		13.0088
93.3		13.0088
93.31		13.0088
93.32		13.0088
93.33		13.0088
93.34		13.0088
93.35		13.0088
93.36		13.0088
93.37		13.0088
93.38		13.0088
93.39		13.0088
93.4		13.0088
93.41		13.0088
93.42		13.0088
93.43		13.0088
93.44		13.0088
93.45		13.0088
93.46		13.0088
93.47		13.0088
93.48		13.0088
93.49		13.0088
93.5		13.0088
93.51		13.0088
93.52		13.0088
93.53		13.0088
93.54		13.0088
93.55		13.0088
93.56		13.0088
93.57		13.0088
93.58		13.0088
93.59		13.0088
93.6		13.0088
93.61		13.0088
93.62		13.0088
93.63		13.0088
93.64		13.0088
93.65		13.0088
93.66		13.0088
93.67		13.0088
93.68		13.0088
93.69		13.0088
93.7		13.0088
93.71		13.0088
93.72		13.0088
93.73		13.0088
93.74		13.0088
93.75		13.0088
93.76		13.0088
93.77		13.0088
93.78		13.0088
93.79		13.0088
93.8		13.0088
93.81		13.0088
93.82		13.0088
93.83		13.0088
93.84		13.0088
93.85		13.0088
93.86		13.0088
93.87		13.0088
93.88		13.0088
93.89		13.0088
93.9		13.0088
93.91		13.0088
93.92		13.0088
93.93		13.0088
93.94		13.0088
93.95		13.0088
93.96		13.0088
93.97		13.0088
93.98		13.0088
93.99		13.0088
94		13.0088
94.01		13.0088
94.02		13.0088
94.03		13.0088
94.04		13.0088
94.05		13.0088
94.06		13.0088
94.07		13.0088
94.08		13.0088
94.09		13.0088
94.1		13.0088
94.11		13.0088
94.12		13.0088
94.13		13.0088
94.14		13.0088
94.15		13.0088
