Problem 2.3

Time (s)	Velocity with Water Drag
3.093		0.646099
3.094		0.646099
3.095		0.646098
3.096		0.646098
3.097		0.646098
3.098		0.646098
3.099		0.646098
3.1		0.646098
3.101		0.646098
3.102		0.646098
3.103		0.646098
3.104		0.646098
3.105		0.646098
3.106		0.646098
3.107		0.646098
3.108		0.646098
3.109		0.646098
3.11		0.646098
3.111		0.646098
3.112		0.646098
3.113		0.646098
3.114		0.646098
3.115		0.646098
3.116		0.646098
3.117		0.646098
3.118		0.646098
3.119		0.646098
3.12		0.646098
3.121		0.646098
3.122		0.646098
3.123		0.646097
3.124		0.646097
3.125		0.646097
3.126		0.646097
3.127		0.646097
3.128		0.646097
3.129		0.646097
3.13		0.646097
3.131		0.646097
3.132		0.646097
3.133		0.646097
3.134		0.646097
3.135		0.646097
3.136		0.646097
3.137		0.646097
3.138		0.646097
3.139		0.646097
3.14		0.646097
3.141		0.646097
3.142		0.646097
3.143		0.646097
3.144		0.646097
3.145		0.646097
3.146		0.646097
3.147		0.646097
3.148		0.646097
3.149		0.646097
3.15		0.646097
3.151		0.646097
3.152		0.646097
3.153		0.646097
3.154		0.646096
3.155		0.646096
3.156		0.646096
3.157		0.646096
3.158		0.646096
3.159		0.646096
3.16		0.646096
3.161		0.646096
3.162		0.646096
3.163		0.646096
3.164		0.646096
3.165		0.646096
3.166		0.646096
3.167		0.646096
3.168		0.646096
3.169		0.646096
3.17		0.646096
3.171		0.646096
3.172		0.646096
3.173		0.646096
3.174		0.646096
3.175		0.646096
3.176		0.646096
3.177		0.646096
3.178		0.646096
3.179		0.646096
3.18		0.646096
3.181		0.646096
3.182		0.646096
3.183		0.646096
3.184		0.646096
3.185		0.646096
3.186		0.646096
3.187		0.646096
3.188		0.646096
3.189		0.646096
3.19		0.646095
3.191		0.646095
3.192		0.646095
3.193		0.646095
3.194		0.646095
3.195		0.646095
3.196		0.646095
3.197		0.646095
3.198		0.646095
3.199		0.646095
3.2		0.646095
3.201		0.646095
3.202		0.646095
3.203		0.646095
3.204		0.646095
3.205		0.646095
3.206		0.646095
3.207		0.646095
3.208		0.646095
3.209		0.646095
3.21		0.646095
3.211		0.646095
3.212		0.646095
3.213		0.646095
3.214		0.646095
3.215		0.646095
3.216		0.646095
3.217		0.646095
3.218		0.646095
3.219		0.646095
3.22		0.646095
3.221		0.646095
3.222		0.646095
3.223		0.646095
3.224		0.646095
3.225		0.646095
3.226		0.646095
3.227		0.646095
3.228		0.646095
3.229		0.646095
3.23		0.646095
3.231		0.646095
3.232		0.646095
3.233		0.646094
3.234		0.646094
3.235		0.646094
3.236		0.646094
3.237		0.646094
3.238		0.646094
3.239		0.646094
3.24		0.646094
3.241		0.646094
3.242		0.646094
3.243		0.646094
3.244		0.646094
3.245		0.646094
3.246		0.646094
3.247		0.646094
3.248		0.646094
3.249		0.646094
3.25		0.646094
3.251		0.646094
3.252		0.646094
3.253		0.646094
3.254		0.646094
3.255		0.646094
3.256		0.646094
3.257		0.646094
3.258		0.646094
3.259		0.646094
3.26		0.646094
3.261		0.646094
3.262		0.646094
3.263		0.646094
3.264		0.646094
3.265		0.646094
3.266		0.646094
3.267		0.646094
3.268		0.646094
3.269		0.646094
3.27		0.646094
3.271		0.646094
3.272		0.646094
3.273		0.646094
3.274		0.646094
3.275		0.646094
3.276		0.646094
3.277		0.646094
3.278		0.646094
3.279		0.646094
3.28		0.646094
3.281		0.646094
3.282		0.646094
3.283		0.646094
3.284		0.646093
3.285		0.646093
3.286		0.646093
3.287		0.646093
3.288		0.646093
3.289		0.646093
3.29		0.646093
3.291		0.646093
3.292		0.646093
3.293		0.646093
3.294		0.646093
3.295		0.646093
3.296		0.646093
3.297		0.646093
3.298		0.646093
3.299		0.646093
3.3		0.646093
3.301		0.646093
3.302		0.646093
3.303		0.646093
3.304		0.646093
3.305		0.646093
3.306		0.646093
3.307		0.646093
3.308		0.646093
3.309		0.646093
3.31		0.646093
3.311		0.646093
3.312		0.646093
3.313		0.646093
3.314		0.646093
3.315		0.646093
3.316		0.646093
3.317		0.646093
3.318		0.646093
3.319		0.646093
3.32		0.646093
3.321		0.646093
3.322		0.646093
3.323		0.646093
3.324		0.646093
3.325		0.646093
3.326		0.646093
3.327		0.646093
3.328		0.646093
3.329		0.646093
3.33		0.646093
3.331		0.646093
3.332		0.646093
3.333		0.646093
3.334		0.646093
3.335		0.646093
3.336		0.646093
3.337		0.646093
3.338		0.646093
3.339		0.646093
3.34		0.646093
3.341		0.646093
3.342		0.646093
3.343		0.646093
3.344		0.646093
3.345		0.646093
3.346		0.646093
3.347		0.646093
3.348		0.646092
3.349		0.646092
3.35		0.646092
3.351		0.646092
3.352		0.646092
3.353		0.646092
3.354		0.646092
3.355		0.646092
3.356		0.646092
3.357		0.646092
3.358		0.646092
3.359		0.646092
3.36		0.646092
3.361		0.646092
3.362		0.646092
3.363		0.646092
3.364		0.646092
3.365		0.646092
3.366		0.646092
3.367		0.646092
3.368		0.646092
3.369		0.646092
3.37		0.646092
3.371		0.646092
3.372		0.646092
3.373		0.646092
3.374		0.646092
3.375		0.646092
3.376		0.646092
3.377		0.646092
3.378		0.646092
3.379		0.646092
3.38		0.646092
3.381		0.646092
3.382		0.646092
3.383		0.646092
3.384		0.646092
3.385		0.646092
3.386		0.646092
3.387		0.646092
3.388		0.646092
3.389		0.646092
3.39		0.646092
3.391		0.646092
3.392		0.646092
3.393		0.646092
3.394		0.646092
3.395		0.646092
3.396		0.646092
3.397		0.646092
3.398		0.646092
3.399		0.646092
3.4		0.646092
3.401		0.646092
3.402		0.646092
3.403		0.646092
3.404		0.646092
3.405		0.646092
3.406		0.646092
3.407		0.646092
3.408		0.646092
3.409		0.646092
3.41		0.646092
3.411		0.646092
3.412		0.646092
3.413		0.646092
3.414		0.646092
3.415		0.646092
3.416		0.646092
3.417		0.646092
3.418		0.646092
3.419		0.646092
3.42		0.646092
3.421		0.646092
3.422		0.646092
3.423		0.646092
3.424		0.646092
3.425		0.646092
3.426		0.646092
3.427		0.646092
3.428		0.646092
3.429		0.646092
3.43		0.646092
3.431		0.646092
3.432		0.646092
3.433		0.646092
3.434		0.646092
3.435		0.646091
3.436		0.646091
3.437		0.646091
3.438		0.646091
3.439		0.646091
3.44		0.646091
3.441		0.646091
3.442		0.646091
3.443		0.646091
3.444		0.646091
3.445		0.646091
3.446		0.646091
3.447		0.646091
3.448		0.646091
3.449		0.646091
3.45		0.646091
3.451		0.646091
3.452		0.646091
3.453		0.646091
3.454		0.646091
3.455		0.646091
3.456		0.646091
3.457		0.646091
3.458		0.646091
3.459		0.646091
3.46		0.646091
3.461		0.646091
3.462		0.646091
3.463		0.646091
3.464		0.646091
3.465		0.646091
3.466		0.646091
3.467		0.646091
3.468		0.646091
3.469		0.646091
3.47		0.646091
3.471		0.646091
3.472		0.646091
3.473		0.646091
3.474		0.646091
3.475		0.646091
3.476		0.646091
3.477		0.646091
3.478		0.646091
3.479		0.646091
3.48		0.646091
3.481		0.646091
3.482		0.646091
3.483		0.646091
3.484		0.646091
3.485		0.646091
3.486		0.646091
3.487		0.646091
3.488		0.646091
3.489		0.646091
3.49		0.646091
3.491		0.646091
3.492		0.646091
3.493		0.646091
3.494		0.646091
3.495		0.646091
3.496		0.646091
3.497		0.646091
3.498		0.646091
3.499		0.646091
3.5		0.646091
3.501		0.646091
3.502		0.646091
3.503		0.646091
3.504		0.646091
3.505		0.646091
3.506		0.646091
3.507		0.646091
3.508		0.646091
3.509		0.646091
3.51		0.646091
3.511		0.646091
3.512		0.646091
3.513		0.646091
3.514		0.646091
3.515		0.646091
3.516		0.646091
3.517		0.646091
3.518		0.646091
3.519		0.646091
3.52		0.646091
3.521		0.646091
3.522		0.646091
3.523		0.646091
3.524		0.646091
3.525		0.646091
3.526		0.646091
3.527		0.646091
3.528		0.646091
3.529		0.646091
3.53		0.646091
3.531		0.646091
3.532		0.646091
3.533		0.646091
3.534		0.646091
3.535		0.646091
3.536		0.646091
3.537		0.646091
3.538		0.646091
3.539		0.646091
3.54		0.646091
3.541		0.646091
3.542		0.646091
3.543		0.646091
3.544		0.646091
3.545		0.646091
3.546		0.646091
3.547		0.646091
3.548		0.646091
3.549		0.646091
3.55		0.646091
3.551		0.646091
3.552		0.646091
3.553		0.646091
3.554		0.646091
3.555		0.646091
3.556		0.646091
3.557		0.646091
3.558		0.646091
3.559		0.646091
3.56		0.646091
3.561		0.646091
3.562		0.646091
3.563		0.646091
3.564		0.646091
3.565		0.646091
3.566		0.646091
3.567		0.646091
3.568		0.646091
3.569		0.64609
3.57		0.64609
3.571		0.64609
3.572		0.64609
3.573		0.64609
3.574		0.64609
3.575		0.64609
3.576		0.64609
3.577		0.64609
3.578		0.64609
3.579		0.64609
3.58		0.64609
3.581		0.64609
3.582		0.64609
3.583		0.64609
3.584		0.64609
3.585		0.64609
3.586		0.64609
3.587		0.64609
3.588		0.64609
3.589		0.64609
3.59		0.64609
3.591		0.64609
3.592		0.64609
3.593		0.64609
3.594		0.64609
3.595		0.64609
3.596		0.64609
3.597		0.64609
3.598		0.64609
3.599		0.64609
3.6		0.64609
3.601		0.64609
3.602		0.64609
3.603		0.64609
3.604		0.64609
3.605		0.64609
3.606		0.64609
3.607		0.64609
3.608		0.64609
3.609		0.64609
3.61		0.64609
3.611		0.64609
3.612		0.64609
3.613		0.64609
3.614		0.64609
3.615		0.64609
3.616		0.64609
3.617		0.64609
3.618		0.64609
3.619		0.64609
3.62		0.64609
3.621		0.64609
3.622		0.64609
3.623		0.64609
3.624		0.64609
3.625		0.64609
3.626		0.64609
3.627		0.64609
3.628		0.64609
3.629		0.64609
3.63		0.64609
3.631		0.64609
3.632		0.64609
3.633		0.64609
3.634		0.64609
3.635		0.64609
3.636		0.64609
3.637		0.64609
3.638		0.64609
3.639		0.64609
3.64		0.64609
3.641		0.64609
3.642		0.64609
3.643		0.64609
3.644		0.64609
3.645		0.64609
3.646		0.64609
3.647		0.64609
3.648		0.64609
3.649		0.64609
3.65		0.64609
3.651		0.64609
3.652		0.64609
3.653		0.64609
3.654		0.64609
3.655		0.64609
3.656		0.64609
3.657		0.64609
3.658		0.64609
3.659		0.64609
3.66		0.64609
3.661		0.64609
3.662		0.64609
3.663		0.64609
3.664		0.64609
3.665		0.64609
3.666		0.64609
3.667		0.64609
3.668		0.64609
3.669		0.64609
3.67		0.64609
3.671		0.64609
3.672		0.64609
3.673		0.64609
3.674		0.64609
3.675		0.64609
3.676		0.64609
3.677		0.64609
3.678		0.64609
3.679		0.64609
3.68		0.64609
3.681		0.64609
3.682		0.64609
3.683		0.64609
3.684		0.64609
3.685		0.64609
3.686		0.64609
3.687		0.64609
3.688		0.64609
3.689		0.64609
3.69		0.64609
3.691		0.64609
3.692		0.64609
3.693		0.64609
3.694		0.64609
3.695		0.64609
3.696		0.64609
3.697		0.64609
3.698		0.64609
3.699		0.64609
3.7		0.64609
3.701		0.64609
3.702		0.64609
3.703		0.64609
3.704		0.64609
3.705		0.64609
3.706		0.64609
3.707		0.64609
3.708		0.64609
3.709		0.64609
3.71		0.64609
3.711		0.64609
3.712		0.64609
3.713		0.64609
3.714		0.64609
3.715		0.64609
3.716		0.64609
3.717		0.64609
3.718		0.64609
3.719		0.64609
3.72		0.64609
3.721		0.64609
3.722		0.64609
3.723		0.64609
3.724		0.64609
3.725		0.64609
3.726		0.64609
3.727		0.64609
3.728		0.64609
3.729		0.64609
3.73		0.64609
3.731		0.64609
3.732		0.64609
3.733		0.64609
3.734		0.64609
3.735		0.64609
3.736		0.64609
3.737		0.64609
3.738		0.64609
3.739		0.64609
3.74		0.64609
3.741		0.64609
3.742		0.64609
3.743		0.64609
3.744		0.64609
3.745		0.64609
3.746		0.64609
3.747		0.64609
3.748		0.64609
3.749		0.64609
3.75		0.64609
3.751		0.64609
3.752		0.64609
3.753		0.64609
3.754		0.64609
3.755		0.64609
3.756		0.64609
3.757		0.64609
3.758		0.64609
3.759		0.64609
3.76		0.64609
3.761		0.64609
3.762		0.64609
3.763		0.64609
3.764		0.64609
3.765		0.64609
3.766		0.64609
3.767		0.64609
3.768		0.64609
3.769		0.64609
3.77		0.64609
3.771		0.64609
3.772		0.64609
3.773		0.64609
3.774		0.64609
3.775		0.64609
3.776		0.64609
3.777		0.64609
3.778		0.64609
3.779		0.64609
3.78		0.64609
3.781		0.64609
3.782		0.64609
3.783		0.64609
3.784		0.64609
3.785		0.64609
3.786		0.64609
3.787		0.64609
3.788		0.64609
3.789		0.64609
3.79		0.64609
3.791		0.64609
3.792		0.64609
3.793		0.64609
3.794		0.64609
3.795		0.64609
3.796		0.64609
3.797		0.64609
3.798		0.64609
3.799		0.64609
3.8		0.64609
3.801		0.64609
3.802		0.64609
3.803		0.64609
3.804		0.64609
3.805		0.64609
3.806		0.64609
3.807		0.64609
3.808		0.64609
3.809		0.64609
3.81		0.64609
3.811		0.64609
3.812		0.64609
3.813		0.64609
3.814		0.64609
3.815		0.64609
3.816		0.64609
3.817		0.64609
3.818		0.64609
3.819		0.64609
3.82		0.64609
3.821		0.64609
3.822		0.64609
3.823		0.64609
3.824		0.64609
3.825		0.64609
3.826		0.64609
3.827		0.64609
3.828		0.64609
3.829		0.64609
3.83		0.64609
3.831		0.64609
3.832		0.64609
3.833		0.64609
3.834		0.64609
3.835		0.64609
3.836		0.64609
3.837		0.64609
3.838		0.64609
3.839		0.64609
3.84		0.64609
3.841		0.64609
3.842		0.64609
3.843		0.64609
3.844		0.64609
3.845		0.64609
3.846		0.64609
3.847		0.64609
3.848		0.64609
3.849		0.64609
3.85		0.64609
3.851		0.64609
3.852		0.64609
3.853		0.64609
3.854		0.64609
3.855		0.64609
3.856		0.64609
3.857		0.64609
3.858		0.64609
3.859		0.64609
3.86		0.64609
3.861		0.64609
3.862		0.64609
3.863		0.64609
3.864		0.64609
3.865		0.64609
3.866		0.64609
3.867		0.64609
3.868		0.64609
3.869		0.64609
3.87		0.64609
3.871		0.64609
3.872		0.64609
3.873		0.64609
3.874		0.64609
3.875		0.64609
3.876		0.64609
3.877		0.64609
3.878		0.64609
3.879		0.64609
3.88		0.646089
3.881		0.646089
3.882		0.646089
3.883		0.646089
3.884		0.646089
3.885		0.646089
3.886		0.646089
3.887		0.646089
3.888		0.646089
3.889		0.646089
3.89		0.646089
3.891		0.646089
3.892		0.646089
3.893		0.646089
3.894		0.646089
3.895		0.646089
3.896		0.646089
3.897		0.646089
3.898		0.646089
3.899		0.646089
3.9		0.646089
3.901		0.646089
3.902		0.646089
3.903		0.646089
3.904		0.646089
3.905		0.646089
3.906		0.646089
3.907		0.646089
3.908		0.646089
3.909		0.646089
3.91		0.646089
3.911		0.646089
3.912		0.646089
3.913		0.646089
3.914		0.646089
3.915		0.646089
3.916		0.646089
3.917		0.646089
3.918		0.646089
3.919		0.646089
3.92		0.646089
3.921		0.646089
3.922		0.646089
3.923		0.646089
3.924		0.646089
3.925		0.646089
3.926		0.646089
3.927		0.646089
3.928		0.646089
3.929		0.646089
3.93		0.646089
3.931		0.646089
3.932		0.646089
3.933		0.646089
3.934		0.646089
3.935		0.646089
3.936		0.646089
3.937		0.646089
3.938		0.646089
3.939		0.646089
3.94		0.646089
3.941		0.646089
3.942		0.646089
3.943		0.646089
3.944		0.646089
3.945		0.646089
3.946		0.646089
3.947		0.646089
3.948		0.646089
3.949		0.646089
3.95		0.646089
3.951		0.646089
3.952		0.646089
3.953		0.646089
3.954		0.646089
3.955		0.646089
3.956		0.646089
3.957		0.646089
3.958		0.646089
3.959		0.646089
3.96		0.646089
3.961		0.646089
3.962		0.646089
3.963		0.646089
3.964		0.646089
3.965		0.646089
3.966		0.646089
3.967		0.646089
3.968		0.646089
3.969		0.646089
3.97		0.646089
3.971		0.646089
3.972		0.646089
3.973		0.646089
3.974		0.646089
3.975		0.646089
3.976		0.646089
3.977		0.646089
3.978		0.646089
3.979		0.646089
3.98		0.646089
3.981		0.646089
3.982		0.646089
3.983		0.646089
3.984		0.646089
3.985		0.646089
3.986		0.646089
3.987		0.646089
3.988		0.646089
3.989		0.646089
3.99		0.646089
3.991		0.646089
3.992		0.646089
3.993		0.646089
3.994		0.646089
3.995		0.646089
3.996		0.646089
3.997		0.646089
3.998		0.646089
3.999		0.646089
4		0.646089
4.001		0.646089
4.002		0.646089
4.003		0.646089
4.004		0.646089
4.005		0.646089
4.006		0.646089
4.007		0.646089
4.008		0.646089
4.009		0.646089
4.01		0.646089
4.011		0.646089
4.012		0.646089
4.013		0.646089
4.014		0.646089
4.015		0.646089
4.016		0.646089
4.017		0.646089
4.018		0.646089
4.019		0.646089
4.02		0.646089
4.021		0.646089
4.022		0.646089
4.023		0.646089
4.024		0.646089
4.025		0.646089
4.026		0.646089
4.027		0.646089
4.028		0.646089
4.029		0.646089
4.03		0.646089
4.031		0.646089
4.032		0.646089
4.033		0.646089
4.034		0.646089
4.035		0.646089
4.036		0.646089
4.037		0.646089
4.038		0.646089
4.039		0.646089
4.04		0.646089
4.041		0.646089
4.042		0.646089
4.043		0.646089
4.044		0.646089
4.045		0.646089
4.046		0.646089
4.047		0.646089
4.048		0.646089
4.049		0.646089
4.05		0.646089
4.051		0.646089
4.052		0.646089
4.053		0.646089
4.054		0.646089
4.055		0.646089
4.056		0.646089
4.057		0.646089
4.058		0.646089
4.059		0.646089
4.06		0.646089
4.061		0.646089
4.062		0.646089
4.063		0.646089
4.064		0.646089
4.065		0.646089
4.066		0.646089
4.067		0.646089
4.068		0.646089
4.069		0.646089
4.07		0.646089
4.071		0.646089
4.072		0.646089
4.073		0.646089
4.074		0.646089
4.075		0.646089
4.076		0.646089
4.077		0.646089
4.078		0.646089
4.079		0.646089
4.08		0.646089
4.081		0.646089
4.082		0.646089
4.083		0.646089
4.084		0.646089
4.085		0.646089
4.086		0.646089
4.087		0.646089
4.088		0.646089
4.089		0.646089
4.09		0.646089
4.091		0.646089
4.092		0.646089
4.093		0.646089
4.094		0.646089
4.095		0.646089
4.096		0.646089
4.097		0.646089
4.098		0.646089
4.099		0.646089
4.1		0.646089
4.101		0.646089
4.102		0.646089
4.103		0.646089
4.104		0.646089
4.105		0.646089
4.106		0.646089
4.107		0.646089
4.108		0.646089
4.109		0.646089
4.11		0.646089
4.111		0.646089
4.112		0.646089
4.113		0.646089
4.114		0.646089
4.115		0.646089
4.116		0.646089
4.117		0.646089
4.118		0.646089
4.119		0.646089
4.12		0.646089
4.121		0.646089
4.122		0.646089
4.123		0.646089
4.124		0.646089
4.125		0.646089
4.126		0.646089
4.127		0.646089
4.128		0.646089
4.129		0.646089
4.13		0.646089
4.131		0.646089
4.132		0.646089
4.133		0.646089
4.134		0.646089
4.135		0.646089
4.136		0.646089
4.137		0.646089
4.138		0.646089
4.139		0.646089
4.14		0.646089
4.141		0.646089
4.142		0.646089
4.143		0.646089
4.144		0.646089
4.145		0.646089
4.146		0.646089
4.147		0.646089
4.148		0.646089
4.149		0.646089
4.15		0.646089
4.151		0.646089
4.152		0.646089
4.153		0.646089
4.154		0.646089
4.155		0.646089
4.156		0.646089
4.157		0.646089
4.158		0.646089
4.159		0.646089
4.16		0.646089
4.161		0.646089
4.162		0.646089
4.163		0.646089
4.164		0.646089
4.165		0.646089
4.166		0.646089
4.167		0.646089
4.168		0.646089
4.169		0.646089
4.17		0.646089
4.171		0.646089
4.172		0.646089
4.173		0.646089
4.174		0.646089
4.175		0.646089
4.176		0.646089
4.177		0.646089
4.178		0.646089
4.179		0.646089
4.18		0.646089
4.181		0.646089
4.182		0.646089
4.183		0.646089
4.184		0.646089
4.185		0.646089
4.186		0.646089
4.187		0.646089
4.188		0.646089
4.189		0.646089
4.19		0.646089
4.191		0.646089
4.192		0.646089
4.193		0.646089
4.194		0.646089
4.195		0.646089
4.196		0.646089
4.197		0.646089
4.198		0.646089
4.199		0.646089
4.2		0.646089
4.201		0.646089
4.202		0.646089
4.203		0.646089
4.204		0.646089
4.205		0.646089
4.206		0.646089
4.207		0.646089
4.208		0.646089
4.209		0.646089
4.21		0.646089
4.211		0.646089
4.212		0.646089
4.213		0.646089
4.214		0.646089
4.215		0.646089
4.216		0.646089
4.217		0.646089
4.218		0.646089
4.219		0.646089
4.22		0.646089
4.221		0.646089
4.222		0.646089
4.223		0.646089
4.224		0.646089
4.225		0.646089
4.226		0.646089
4.227		0.646089
4.228		0.646089
4.229		0.646089
4.23		0.646089
4.231		0.646089
4.232		0.646089
4.233		0.646089
4.234		0.646089
4.235		0.646089
4.236		0.646089
4.237		0.646089
4.238		0.646089
4.239		0.646089
4.24		0.646089
4.241		0.646089
4.242		0.646089
4.243		0.646089
4.244		0.646089
4.245		0.646089
4.246		0.646089
4.247		0.646089
4.248		0.646089
4.249		0.646089
4.25		0.646089
4.251		0.646089
4.252		0.646089
4.253		0.646089
4.254		0.646089
4.255		0.646089
4.256		0.646089
4.257		0.646089
4.258		0.646089
4.259		0.646089
4.26		0.646089
4.261		0.646089
4.262		0.646089
4.263		0.646089
4.264		0.646089
4.265		0.646089
4.266		0.646089
4.267		0.646089
4.268		0.646089
4.269		0.646089
4.27		0.646089
4.271		0.646089
4.272		0.646089
4.273		0.646089
4.274		0.646089
4.275		0.646089
4.276		0.646089
4.277		0.646089
4.278		0.646089
4.279		0.646089
4.28		0.646089
4.281		0.646089
4.282		0.646089
4.283		0.646089
4.284		0.646089
4.285		0.646089
4.286		0.646089
4.287		0.646089
4.288		0.646089
4.289		0.646089
4.29		0.646089
4.291		0.646089
4.292		0.646089
4.293		0.646089
4.294		0.646089
4.295		0.646089
4.296		0.646089
4.297		0.646089
4.298		0.646089
4.299		0.646089
4.3		0.646089
4.301		0.646089
4.302		0.646089
4.303		0.646089
4.304		0.646089
4.305		0.646089
4.306		0.646089
4.307		0.646089
4.308		0.646089
4.309		0.646089
4.31		0.646089
4.311		0.646089
4.312		0.646089
4.313		0.646089
4.314		0.646089
4.315		0.646089
4.316		0.646089
4.317		0.646089
4.318		0.646089
4.319		0.646089
4.32		0.646089
4.321		0.646089
4.322		0.646089
4.323		0.646089
4.324		0.646089
4.325		0.646089
4.326		0.646089
4.327		0.646089
4.328		0.646089
4.329		0.646089
4.33		0.646089
4.331		0.646089
4.332		0.646089
4.333		0.646089
4.334		0.646089
4.335		0.646089
4.336		0.646089
4.337		0.646089
4.338		0.646089
4.339		0.646089
4.34		0.646089
4.341		0.646089
4.342		0.646089
4.343		0.646089
4.344		0.646089
4.345		0.646089
4.346		0.646089
4.347		0.646089
4.348		0.646089
4.349		0.646089
4.35		0.646089
4.351		0.646089
4.352		0.646089
4.353		0.646089
4.354		0.646089
4.355		0.646089
4.356		0.646089
4.357		0.646089
4.358		0.646089
4.359		0.646089
4.36		0.646089
4.361		0.646089
4.362		0.646089
4.363		0.646089
4.364		0.646089
4.365		0.646089
4.366		0.646089
4.367		0.646089
4.368		0.646089
4.369		0.646089
4.37		0.646089
4.371		0.646089
4.372		0.646089
4.373		0.646089
4.374		0.646089
4.375		0.646089
4.376		0.646089
4.377		0.646089
4.378		0.646089
4.379		0.646089
4.38		0.646089
4.381		0.646089
4.382		0.646089
4.383		0.646089
4.384		0.646089
4.385		0.646089
4.386		0.646089
4.387		0.646089
4.388		0.646089
4.389		0.646089
4.39		0.646089
4.391		0.646089
4.392		0.646089
4.393		0.646089
4.394		0.646089
4.395		0.646089
4.396		0.646089
4.397		0.646089
4.398		0.646089
4.399		0.646089
4.4		0.646089
4.401		0.646089
4.402		0.646089
4.403		0.646089
4.404		0.646089
4.405		0.646089
4.406		0.646089
4.407		0.646089
4.408		0.646089
4.409		0.646089
4.41		0.646089
4.411		0.646089
4.412		0.646089
4.413		0.646089
4.414		0.646089
4.415		0.646089
4.416		0.646089
4.417		0.646089
4.418		0.646089
4.419		0.646089
4.42		0.646089
4.421		0.646089
4.422		0.646089
4.423		0.646089
4.424		0.646089
4.425		0.646089
4.426		0.646089
4.427		0.646089
4.428		0.646089
4.429		0.646089
4.43		0.646089
4.431		0.646089
4.432		0.646089
4.433		0.646089
4.434		0.646089
4.435		0.646089
4.436		0.646089
4.437		0.646089
4.438		0.646089
4.439		0.646089
4.44		0.646089
4.441		0.646089
4.442		0.646089
4.443		0.646089
4.444		0.646089
4.445		0.646089
4.446		0.646089
4.447		0.646089
4.448		0.646089
4.449		0.646089
4.45		0.646089
4.451		0.646089
4.452		0.646089
4.453		0.646089
4.454		0.646089
4.455		0.646089
4.456		0.646089
4.457		0.646089
4.458		0.646089
4.459		0.646089
4.46		0.646089
4.461		0.646089
4.462		0.646089
4.463		0.646089
4.464		0.646089
4.465		0.646089
4.466		0.646089
4.467		0.646089
4.468		0.646089
4.469		0.646089
4.47		0.646089
4.471		0.646089
4.472		0.646089
4.473		0.646089
4.474		0.646089
4.475		0.646089
4.476		0.646089
4.477		0.646089
4.478		0.646089
4.479		0.646089
4.48		0.646089
4.481		0.646089
4.482		0.646089
4.483		0.646089
4.484		0.646089
4.485		0.646089
4.486		0.646089
4.487		0.646089
4.488		0.646089
4.489		0.646089
4.49		0.646089
4.491		0.646089
4.492		0.646089
4.493		0.646089
4.494		0.646089
4.495		0.646089
4.496		0.646089
4.497		0.646089
4.498		0.646089
4.499		0.646089
4.5		0.646089
4.501		0.646089
4.502		0.646089
4.503		0.646089
4.504		0.646089
4.505		0.646089
4.506		0.646089
4.507		0.646089
4.508		0.646089
4.509		0.646089
4.51		0.646089
4.511		0.646089
4.512		0.646089
4.513		0.646089
4.514		0.646089
4.515		0.646089
4.516		0.646089
4.517		0.646089
4.518		0.646089
4.519		0.646089
4.52		0.646089
4.521		0.646089
4.522		0.646089
4.523		0.646089
4.524		0.646089
4.525		0.646089
4.526		0.646089
4.527		0.646089
4.528		0.646089
4.529		0.646089
4.53		0.646089
4.531		0.646089
4.532		0.646089
4.533		0.646089
4.534		0.646089
4.535		0.646089
4.536		0.646089
4.537		0.646089
4.538		0.646089
4.539		0.646089
4.54		0.646089
4.541		0.646089
4.542		0.646089
4.543		0.646089
4.544		0.646089
4.545		0.646089
4.546		0.646089
4.547		0.646089
4.548		0.646089
4.549		0.646089
4.55		0.646089
4.551		0.646089
4.552		0.646089
4.553		0.646089
4.554		0.646089
4.555		0.646089
4.556		0.646089
4.557		0.646089
4.558		0.646089
4.559		0.646089
4.56		0.646089
4.561		0.646089
4.562		0.646089
4.563		0.646089
4.564		0.646089
4.565		0.646089
4.566		0.646089
4.567		0.646089
4.568		0.646089
4.569		0.646089
4.57		0.646089
4.571		0.646089
4.572		0.646089
4.573		0.646089
4.574		0.646089
4.575		0.646089
4.576		0.646089
4.577		0.646089
4.578		0.646089
4.579		0.646089
4.58		0.646089
4.581		0.646089
4.582		0.646089
4.583		0.646089
4.584		0.646089
4.585		0.646089
4.586		0.646089
4.587		0.646089
4.588		0.646089
4.589		0.646089
4.59		0.646089
4.591		0.646089
4.592		0.646089
4.593		0.646089
4.594		0.646089
4.595		0.646089
4.596		0.646089
4.597		0.646089
4.598		0.646089
4.599		0.646089
4.6		0.646089
4.601		0.646089
4.602		0.646089
4.603		0.646089
4.604		0.646089
4.605		0.646089
4.606		0.646089
4.607		0.646089
4.608		0.646089
4.609		0.646089
4.61		0.646089
4.611		0.646089
4.612		0.646089
4.613		0.646089
4.614		0.646089
4.615		0.646089
4.616		0.646089
4.617		0.646089
4.618		0.646089
4.619		0.646089
4.62		0.646089
4.621		0.646089
4.622		0.646089
4.623		0.646089
4.624		0.646089
4.625		0.646089
4.626		0.646089
4.627		0.646089
4.628		0.646089
4.629		0.646089
4.63		0.646089
4.631		0.646089
4.632		0.646089
4.633		0.646089
4.634		0.646089
4.635		0.646089
4.636		0.646089
4.637		0.646089
4.638		0.646089
4.639		0.646089
4.64		0.646089
4.641		0.646089
4.642		0.646089
4.643		0.646089
4.644		0.646089
4.645		0.646089
